RA,DEC,REDSHIFT,survey,RA_BIN,DEC_BIN,LOCAL_DENSITY,NN_DISTANCE,NN_STD,CONNECTIVITY,PERSISTENCE_INDEX,EMERGENT_GROUP
86.3788135124986,1.31600276268335,0.1567657,SDSS,86,1,8,0.39596593968409144,0.21360422069258378,0.7163498560905441,0.7357965558858486,0
86.4893739889364,1.38927849187,0.08537331,SDSS,86,1,8,0.41965154906383856,0.2007210257439584,0.7043982029670804,0.7402100680366568,0
238.352612494971,-0.150726581298262,0.5865569,SDSS,238,-1,26,0.3312942323688382,0.062005515262203305,0.7511487511071464,0.7019940198666939,0
238.467804048566,-0.0996895671641667,0.3408674,SDSS,238,-1,26,0.24659538934407083,0.028246746749444513,0.8021849018117871,0.6838084397565215,0
99.8432189710642,-0.241963424570272,0.05452774,SDSS,99,-1,1,2.6321361472785316,1.3572373490140603,0.2753200759694195,0.8952992332857778,-1
86.9891906855886,0.212813308788048,0.757321,SDSS,86,0,9,0.39936671998831563,0.19449794034125203,0.7146089625515388,0.7353255040763137,0
244.181483934582,-0.0407623220046296,0.7860857,SDSS,244,-1,51,0.5296856918038911,0.0723447138118123,0.6537290669305692,0.7060543024087513,0
52.7105899940748,1.26848513727278,0.08577748,SDSS,52,1,3,1.2305782706085369,0.6475619054777032,0.4483142390368504,0.8356048739203694,-1
50.4885210319643,1.26885019242139,0.1988278,SDSS,50,1,3,0.4330573081256791,0.05870839812121718,0.6978087996410399,0.749859232062553,0
49.9229730916582,1.26693549659197,0.08514857,SDSS,49,1,7,0.5826688680229919,0.1964844649334152,0.6318441085210458,0.7676942550698552,0
49.2959260835738,1.26659889320088,0.3691266,SDSS,49,1,7,0.5865412095390083,0.3121260675580288,0.6303019385740153,0.7673902083319033,0
47.9093145125408,1.26754957765348,0.1333634,SDSS,47,1,3,1.1941982087458831,0.4323972018094025,0.4557473413359318,0.8345219314972364,-1
47.5137015029324,1.26788983038765,0.1335248,SDSS,47,1,3,1.3167903238567942,0.5708847807349684,0.4316316369688931,0.842202517786945,-1
47.2983632598139,1.26830728483147,0.1518118,SDSS,47,1,3,1.3857905967905653,0.5997895767248687,0.4191482694856912,0.8464969263939232,-1
247.037405502652,-0.0522658003336876,0.08431948,SDSS,247,-1,22,0.3013857995225485,0.05830925455897141,0.7684116427018639,0.7007542136730864,0
248.875088401042,-0.0187570455598167,0.1636657,SDSS,248,-1,18,0.27080638945852364,0.06149420848202904,0.7869019295898322,0.6990197638713574,0
45.4662807547912,0.849325608887406,0.1687725,SDSS,45,0,3,0.7554098701130894,0.3963987796450958,0.5696675272399925,0.7936359677905732,-1
45.4020326239643,0.849618112293799,0.1811873,SDSS,45,0,3,0.7296767409763464,0.3751807346348858,0.5781427108949458,0.7907322868566596,-1
45.3907125717805,0.845976497134738,0.1334663,SDSS,45,0,3,0.7305350514504274,0.3690159773130022,0.5778559637736675,0.7908817829400058,-1
86.5412494594622,-0.934797455556615,0.5393306,SDSS,86,-1,8,0.7479460985047482,0.21109083422407968,0.5721000211936933,0.7879259937407448,-1
52.3847159884546,1.27328492151448,0.109002,SDSS,52,1,3,1.1430193047849404,0.44052297273915564,0.4666313540746912,0.8305295355175097,-1
244.413414664716,-1.25614004026035,0.0822249,SDSS,244,-2,2,0.5044225103353003,0.17279559205844808,0.6647068846218764,0.7622100570936932,0
