void_id,ra_deg,dec_deg,z,r_eff_mpc,source_catalog,vizier_catalog
8373,147.947,6.242,0.273,48.999,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16563,233.805,51.121,0.338,32.043,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16256,199.062,56.9,0.292,50.306,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12422,223.13,16.029,0.354,49.887,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11697,194.181,10.841,0.325,55.752,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11543,129.652,8.961,0.312,29.216,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4332,118.762,20.092,0.249,35.495,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12675,135.233,56.697,0.217,27.885,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12277,215.808,8.023,0.394,54.649,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15406,151.578,29.911,0.221,44.189,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
8521,142.837,6.434,0.287,52.516,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17554,221.134,50.217,0.278,47.288,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16378,191.584,55.193,0.261,74.916,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15601,167.767,29.365,0.352,32.034,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
14280,224.445,40.211,0.359,57.942,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
17486,158.403,47.792,0.396,65.267,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16667,186.941,44.707,0.389,48.717,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15784,233.718,56.893,0.277,47.4,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
16589,199.729,50.309,0.392,79.064,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
11479,169.047,9.652,0.238,71.817,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4900,154.247,36.129,0.262,35.733,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
15224,197.478,28.365,0.365,81.198,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
12705,137.44,59.53,0.327,64.36,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1095,204.447,2.828,0.221,30.967,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5514,182.304,35.755,0.389,25.219,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7877,179.211,4.616,0.336,35.504,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4653,350.894,21.568,0.342,246.915,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3284,332.562,21.087,0.381,98.092,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5589,2.482,23.356,0.351,170.261,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5789,5.575,29.235,0.292,78.899,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4501,346.37,14.684,0.315,60.254,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3362,337.565,10.019,0.362,108.757,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5686,349.211,21.548,0.222,62.238,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6581,31.601,-4.318,0.387,103.063,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5547,11.133,19.696,0.337,119.861,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7599,321.468,2.116,0.379,42.028,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4325,359.116,6.182,0.386,123.27,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3713,24.36,21.24,0.368,123.523,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4775,7.187,10.434,0.276,137.903,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1998,15.754,-2.615,0.334,38.11,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3372,338.238,9.336,0.4,34.064,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4803,351.496,15.226,0.244,57.284,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7545,40.64,-4.855,0.263,41.881,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5820,349.816,32.205,0.402,31.604,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7505,44.12,-7.483,0.293,23.058,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5548,28.001,28.905,0.396,57.987,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2628,16.985,-2.106,0.361,50.895,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4766,338.501,21.713,0.348,85.302,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5815,344.587,29.799,0.397,62.515,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2591,36.102,-4.351,0.39,82.449,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1731,25.177,11.349,0.252,33.628,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
590,326.176,1.035,0.252,41.388,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
789,33.205,0.699,0.328,40.689,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5735,17.57,33.091,0.406,24.871,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7563,43.33,-7.013,0.409,24.55,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3747,22.992,20.236,0.299,86.092,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1268,339.772,4.107,0.22,48.373,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5746,22.803,29.092,0.317,61.258,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5639,10.978,27.261,0.389,72.04,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6334,8.797,11.149,0.279,129.776,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6347,347.522,13.714,0.383,103.227,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
490,344.624,0.948,0.41,23.679,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
573,342.839,-0.346,0.235,21.07,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6407,5.678,-2.705,0.24,48.713,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3858,333.85,23.415,0.277,83.802,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5752,28.668,29.458,0.27,38.989,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1286,0.836,1.905,0.224,50.813,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1710,25.084,11.225,0.373,76.942,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1750,18.959,11.754,0.39,104.401,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3821,14.996,18.816,0.392,60.208,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1465,25.873,5.274,0.223,39.024,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1995,16.408,-1.955,0.22,34.822,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2508,19.258,-2.183,0.285,31.307,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5763,343.329,29.51,0.283,61.776,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5825,13.681,31.598,0.217,21.972,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3331,332.353,8.544,0.407,32.286,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1031,333.45,5.807,0.223,25.456,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1241,353.267,1.914,0.322,78.671,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5745,23.28,30.523,0.377,50.884,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1688,26.609,8.221,0.348,31.843,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
736,2.347,-1.604,0.267,46.859,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4789,346.427,9.893,0.285,77.435,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1186,10.099,3.79,0.222,48.622,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1867,35.008,3.095,0.269,18.548,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
500,320.712,0.536,0.4,40.23,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5531,359.391,20.783,0.23,59.429,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5642,4.634,29.387,0.385,70.6,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5726,15.366,31.82,0.312,50.667,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4632,19.047,27.52,0.356,57.657,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5803,356.368,28.46,0.399,78.277,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7066,1.409,-6.506,0.393,50.775,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
756,13.76,1.256,0.232,42.855,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4022,331.042,26.621,0.329,43.892,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6470,24.032,-3.07,0.244,42.146,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
675,349.657,-0.096,0.402,36.891,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5635,352.582,27.111,0.266,54.141,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1709,23.852,12.174,0.222,47.058,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5806,16.735,30.934,0.274,47.702,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
123,325.867,2.067,0.393,57.971,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6465,23.606,-4.958,0.217,16.901,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1554,27.264,4.604,0.39,56.518,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7575,322.382,1.7,0.277,45.704,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3803,16.113,23.619,0.401,56.057,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6322,351.52,29.575,0.376,60.25,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1548,1.54,4.46,0.358,62.348,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4942,6.704,18.309,0.249,56.573,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4956,20.994,26.242,0.285,69.901,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1464,22.576,4.991,0.348,42.282,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1630,344.372,4.748,0.25,64.19,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1628,340.512,4.679,0.399,83.843,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5157,353.079,13.201,0.28,56.524,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5714,4.098,32.335,0.333,37.663,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
7077,0.365,-7.075,0.331,28.064,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1236,346.048,1.049,0.301,44.088,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1254,352.299,2.304,0.387,80.859,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
181,324.995,5.796,0.226,39.318,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5631,2.798,28.843,0.229,64.123,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
512,333.808,0.624,0.294,41.469,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6641,0.36,-7.435,0.364,38.103,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3188,340.795,14.305,0.306,48.56,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4464,354.513,13.604,0.407,38.122,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3366,334.743,8.976,0.401,41.63,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2665,38.315,-6.265,0.308,33.897,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1847,10.396,7.284,0.294,107.984,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4886,5.949,33.673,0.367,17.69,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5405,351.334,9.087,0.312,48.495,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
218,326.74,6.513,0.404,42.926,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1888,22.823,2.209,0.261,26.203,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2319,13.657,-3.014,0.4,35.863,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
6595,6.82,-4.378,0.359,41.185,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
881,24.04,14.453,0.298,40.182,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4388,5.881,10.44,0.332,48.151,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3685,24.427,17.205,0.344,74.022,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5776,11.199,28.998,0.249,63.688,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5754,30.781,30.305,0.357,23.699,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3399,340.154,16.017,0.382,36.999,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
215,326.317,6.929,0.351,57.136,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2505,2.733,-0.614,0.375,45.736,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3395,336.518,15.153,0.265,54.091,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5404,2.186,7.968,0.331,60.435,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
5410,354.641,10.304,0.365,44.385,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4773,352.929,7.204,0.346,77.225,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1881,22.034,4.186,0.397,53.395,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
214,323.571,6.129,0.288,48.793,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
784,26.531,-0.098,0.232,26.668,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4927,1.202,17.694,0.393,78.36,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3357,340.594,9.982,0.261,40.694,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4861,5.64,33.577,0.323,19.873,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
3532,337.196,12.899,0.396,54.816,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
912,18.013,10.979,0.354,63.026,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4328,342.856,18.545,0.395,56.684,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2000,17.943,-2.547,0.397,28.597,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
4461,11.084,17.978,0.342,108.318,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
2595,38.258,-4.182,0.343,40.987,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1758,20.479,9.388,0.237,42.598,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1897,22.472,2.483,0.233,29.103,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1297,344.903,0.155,0.326,46.798,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
708,323.714,-0.573,0.343,29.356,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
69,322.872,4.201,0.347,53.279,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1181,12.548,5.708,0.377,59.086,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
1272,352.981,1.356,0.236,52.957,BOSS_DR12_Mao2017_ZOBOV,J/ApJ/835/161
