idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index,agn_count_0.5R,agn_z_median_0.5R,agn_count_1.0R,agn_z_median_1.0R,agn_count_1.5R,agn_z_median_1.5R,agn_count_2.0R,agn_z_median_2.0R,agn_count_3.0R,agn_z_median_3.0R,agn_inner_count_0.5_1.0R,agn_shell_count_0.5_1.0R,agn_inner_density_0.5_1.0R,agn_shell_density_0.5_1.0R,agn_shell_contrast_0.5_1.0R,agn_inner_count_1.0_1.5R,agn_shell_count_1.0_1.5R,agn_inner_density_1.0_1.5R,agn_shell_density_1.0_1.5R,agn_shell_contrast_1.0_1.5R,agn_inner_count_1.0_2.0R,agn_shell_count_1.0_2.0R,agn_inner_density_1.0_2.0R,agn_shell_density_1.0_2.0R,agn_shell_contrast_1.0_2.0R,agn_inner_count_1.5_3.0R,agn_shell_count_1.5_3.0R,agn_inner_density_1.5_3.0R,agn_shell_density_1.5_3.0R,agn_shell_contrast_1.5_3.0R,agn_large_count_2.0R,agn_large_density_2.0R,agn_large_count_3.0R,agn_large_density_3.0R,agn_large_count_5.0R,agn_large_density_5.0R,agn_large_count_8.0R,agn_large_density_8.0R,agn_weight_near_0.5R,agn_weight_far_0.5R,agn_weight_zmatch005_0.5R,agn_weight_zmatch010_0.5R,agn_weight_near_1.0R,agn_weight_far_1.0R,agn_weight_zmatch005_1.0R,agn_weight_zmatch010_1.0R,agn_weight_near_1.5R,agn_weight_far_1.5R,agn_weight_zmatch005_1.5R,agn_weight_zmatch010_1.5R,agn_weight_near_2.0R,agn_weight_far_2.0R,agn_weight_zmatch005_2.0R,agn_weight_zmatch010_2.0R,agn_weight_near_3.0R,agn_weight_far_3.0R,agn_weight_zmatch005_3.0R,agn_weight_zmatch010_3.0R,void_nn1_angle_deg,void_nn5_mean_angle_deg,void_nn10_mean_angle_deg,void_isolation_index,void_network_count_3R_dz0.02,void_network_weight_3R_dz0.02,void_network_count_3R_dz0.05,void_network_weight_3R_dz0.05,void_network_count_3R_dz0.1,void_network_weight_3R_dz0.1,PVGU_residual,EGII,cluster,nearest_neighbor_deg
189,15046,169.489,15.168,0.463,60.487,1.748879622639738,3,9,12,8.066666666666668,16.02777777777778,9.0,17.3,0.1482599999999994,12.67623,0.3304127276919392,0.9768786127166872,0.556675787450601,115,1.894,471,2.004,1087,1.87,1817,1.818,3900,1.838,115,356,47.872722237426665,49.399098888475045,0.0156918687589156,471,616,49.01750472571295,51.286255475225765,0.022618800581033,471,1346,49.01750472571295,46.693249370707456,-0.0242841609278721,1087,2813,50.27792180877563,43.37068201413243,-0.0737569970365484,1817,47.27431320945883,3900,45.09749196279323,11629,48.40972929556824,30584,49.73299378089188,49.12218961744588,195.813,2.454451581998068,5.263186097171661,196.7893489119984,841.021,13.809049514191194,25.16121123798669,463.1288443744109,1854.737,31.648112219159582,59.52918838997856,779.4075244444568,3073.597,49.11968850098377,95.63110990994528,1691.9207834518302,6597.243,105.2563390303904,204.6941722230593,3.470551373973988,4.7737464165265004,5.422343945552046,2.729602629435601,3,0.0261727341314997,3,0.335490833178947,3,0.939266057430855,0.47750123250533993,3.8239319989815788,-1,17.220209522534855
208,4204,235.911,25.675,0.512,54.384,1.4219360000362646,4,7,11,17.125,13.028571428571428,17.75,10.900000000000002,3.1134599999999995,16.753379999999996,-0.135852185242208,0.6865671641790699,0.1519945870552392,68,1.736,299,1.9425,657,1.78,1193,1.744,2762,1.737,68,231,42.82120970616702,48.488722755512654,0.0620689655172407,299,358,47.07184449317624,45.08821492590529,-0.02152374444824,299,894,47.07184449317624,46.91441357513887,-0.0016750418760468,657,2105,45.9698280669146,49.09512332869368,0.0328753680078505,1193,46.95377130464821,2762,48.31379951324891,8222,51.77588032413313,25200,61.98842397721788,30.306980103126797,112.2,1.3540565838182606,3.070889133277938,126.91473615051392,525.19,7.133489098185782,14.656105732016645,283.66274347636374,1118.911,21.93085836430988,40.29812176050547,523.7858540012354,1996.578,36.273105507217466,69.4788795485568,1209.201974722747,4595.851000000001,82.46389361744394,160.03547819739364,5.255151353297857,6.582021869201182,7.748744279383627,4.628915695944604,0,0.0,0,0.0,0,0.0,0.06387306567609083,3.3550514233139648,0,5.336783488207108
210,15737,132.568,17.375,0.509,40.824,1.0736843833621323,3,3,6,16.266666666666666,30.83333333333333,14.8,30.8,13.195140000000002,41.661060000000006,0.3092710544939779,0.5189189189189094,0.3826478070427039,81,1.404,376,1.494,811,1.529,1327,1.5945,2635,1.618,81,295,89.46267190787952,108.60694737787844,0.0966542750929363,376,435,103.8208785103787,96.08953649364838,-0.038674033149171,376,951,103.8208785103787,87.52983640369695,-0.0851370851370846,811,1824,99.52568850108408,74.61358644717525,-0.1430584918957003,1327,91.60259693036738,2635,80.84161196065246,6207,68.55491413977879,14391,62.08802620690077,35.95706585506888,123.343,2.539255339611505,4.870600090467611,162.39125728676754,574.368,8.180835283739787,16.67092892086712,343.13259359033555,1264.879,16.080805998399,33.20843857823871,555.8418442639161,2127.6760000000004,28.896889780448724,56.36354629725392,1103.190480496633,4278.787,58.04197334630936,113.4920881627442,2.3902707176823577,5.050261576569102,6.211134927594705,4.703674240608793,1,0.0017467471362611,1,0.0788663997906749,1,0.2808316217783798,0.29826766124593496,4.473877049091123,-1,13.929850681181048
235,18411,191.773,16.916,0.479,50.815,1.4201534719710447,3,7,10,13.083333333333334,17.62857142857143,11.25,12.650000000000002,1.4826,33.50675999999999,0.1479959686797378,0.9152542372881096,0.4165363626926679,80,2.172,306,1.817,697,1.7865,1223,1.7955,2676,1.857,80,226,50.50443835779495,47.558346120256914,-0.0300429184549353,306,391,48.294869179641424,49.36808849474454,0.0109890109890106,306,917,48.294869179641424,48.24226038968539,-0.0005449591280653,697,1979,48.89110213247649,46.272353476887126,-0.0275184275184272,1223,48.2554125871744,2676,46.92704064078446,7872,49.69636734407024,23509,57.97406451920906,33.3249667432935,141.40900000000002,1.8178769792705185,3.670988390249215,132.15482561789878,505.591,11.830897762874066,20.9661939599787,302.5148291393635,1155.324,25.856491024540905,46.0205539543083,526.0639157068872,2032.754,39.40950109590287,73.38712336045337,1142.3516196564944,4532.769,84.148288343687,157.20079122746847,1.260248788370379,4.316349963556741,5.664276711604427,3.039354582968415,2,0.4494038159471102,2,0.7485198089298571,2,1.0017124081888469,0.3294647652336407,3.4193615988120074,-1,19.78696219736623
312,3521,197.98,37.565,0.506,48.418,1.2809588916480827,3,5,8,4.499999999999999,12.58,5.199999999999999,8.799999999999999,2.9652,10.08168,0.473067915690839,0.5454545454545038,0.4984032361081217,155,1.4875,706,1.5105,1594,1.527,2789,1.5345,5988,1.555,155,551,120.27391048937524,142.51811759063605,0.0846456692913382,706,888,136.95706581532085,137.81062259943897,0.0031064670996892,706,2083,136.95706581532085,134.69384706955304,-0.0083313496786478,1594,4394,137.4312640287198,126.28042119242886,-0.0422842197035743,2789,135.259651755995,5988,129.0681319015016,16391,127.18772044073224,41111,124.61140963025971,67.73355608894806,233.064,4.463930803866074,8.206380992195445,300.5813592960438,1087.153,15.18943532758482,29.26508121758307,679.4326970145338,2477.107,34.354615629403625,65.99753489114654,1179.3856170289805,4409.468000000001,60.326153455347445,112.65729819169134,2521.843577537314,9545.937000000002,130.57046405292866,246.4549913575788,1.0602641185788826,5.527915167669277,7.032951665772861,4.315450873331884,1,0.1002588437228037,1,0.3985190410845143,1,0.6312836455069261,0.4260343365568139,4.732734597238338,2,1.0616534274423073
414,7247,122.775,30.055,0.514,41.362,1.077251914715131,3,5,8,5.366666666666667,11.38,6.500000000000001,3.4000000000000004,2.816939999999999,4.29954,0.3590764331209976,0.2083333333333042,0.3063163481953049,98,1.5515,404,1.567,953,1.5705,1704,1.575,3775,1.604,98,306,107.52306730134494,111.91176392588964,0.0199999999999999,404,549,110.81458976975344,120.46972234375174,0.0417457305502843,404,1300,110.81458976975344,118.86053358141872,0.0350318471337578,953,2822,116.1785523108636,114.67501735615848,-0.0065129378630522,1704,116.8490476285024,3775,115.05090109483476,11082,121.58883998301066,26421,113.23608741903836,39.44445433087761,161.996,0.1583404520085123,1.1591348274552298,168.7836193061105,650.9190000000001,6.444038024875531,13.832525244579712,395.7486032076705,1545.308,14.961872006483183,32.57176806287011,711.302027345005,2749.587,29.59512622492521,61.61684094794944,1583.0188891867908,6054.636,72.14538290018082,144.9178655631536,2.94059964219134,3.743281636443849,5.524371783836025,3.4748433354423414,1,7.48518298877006e-05,1,0.0223707718561656,1,0.149568619222635,0.22480346686135574,3.2406355660531663,1,5.957202783186075
530,3421,226.2,29.496,0.533,48.149,1.2093135697144537,4,13,17,21.7,19.21538461538461,21.45,20.8,4.225410000000002,12.15732,-0.0607257003196073,0.484162895927572,0.1299853083669054,54,1.474,242,1.655,624,1.747,1170,1.7225,2640,1.7240000000000002,54,188,47.01387261028359,54.559308955143926,0.0742857142857136,242,382,52.672949868928846,66.51592347084566,0.1161431701972231,242,928,52.672949868928846,67.3285089233691,0.1221281741233363,624,2016,60.36349075888264,65.00683620187361,0.0370370370370367,1170,63.66461915975904,2640,63.84599984112587,7150,62.24984984509773,22779,77.46882264103371,26.063500223334,80.207,1.7097255434335192,3.1636178848198084,110.85188402238956,382.864,8.397127546126436,16.469532196927883,267.1656198002868,1058.683,19.777179630196187,36.12202445263884,497.4964776028261,1993.256,33.844068018818966,63.1570649009814,1137.8672681820733,4432.5560000000005,69.29705152324898,139.5895513031403,1.599836700672811,6.6698022041102565,7.969999019394511,5.51536207906741,1,0.0273237224472926,1,0.2369277586821219,1,0.4867522559599719,0.04094837921715819,3.8177219028016287,-1,10.435686944327156
569,2567,134.088,1.446,0.535,46.205,1.156149660407882,3,4,7,15.266666666666667,20.975,14.4,18.85,1.186080000000001,11.71254,0.1575074729822904,0.8160919540229252,0.3880120413465125,153,1.363,474,1.325,1035,1.319,1762,1.285,3789,1.267,153,321,145.73821216571358,101.92149478255784,-0.1769230769230763,474,561,112.8756741283468,106.8746889215233,-0.0273081924577371,474,1288,112.8756741283468,102.23900722736332,-0.0494464944649444,1035,2754,109.5417934578893,97.15880811047572,-0.0599078341013821,1762,104.8981739526092,3789,100.25455444732911,8374,79.76547638403171,15220,56.63132121022673,72.09649352413629,206.194,7.510697899066002,14.581209328457826,226.85551205287737,641.703,20.638373461422265,42.07055405419789,485.0213253715554,1426.149,47.69195364834611,92.92299662540916,824.0978866939613,2418.127,72.66714976676408,145.02977725697306,1777.755801881341,5164.4220000000005,159.0598845573648,317.5911044749139,4.017352237851367,5.913096722490758,7.627236773500407,5.114473432790303,0,0.0,0,0.0,0,0.0,0.3079661875650933,4.835267289378371,-1,9.178399261309123
579,7249,125.594,35.303,0.656,67.305,1.3734800405060426,3,8,11,5.833333333333333,16.6375,3.1,13.25,3.7065,18.23598,0.4808084554051335,0.6621621621621321,0.544282252770083,200,1.576,857,1.592,1796,1.5845,3265,1.597,7127,1.616,200,657,134.98807654114609,147.81194381255497,0.0453460620525058,857,939,144.60597699470276,126.75380387213626,-0.0657878373336644,857,2408,144.60597699470276,135.43803679628326,-0.0327374974894555,1796,5331,134.68810303772136,133.2632288964537,-0.0053176602294989,3265,137.73002184588813,7127,133.61944743177062,18317,123.62882990020866,45208,119.1902532084401,83.08589410803832,326.456,7.762861280810755,12.765516260664429,354.09748362527495,1415.507,19.326049430754978,39.53164475298805,750.7355115995936,2914.526,36.51904174574032,81.5557276064607,1367.1377019314568,5271.473,69.70883857849114,154.91246349680273,2968.781914235005,11624.328,152.29479114844122,329.56143766820827,3.174948038817757,6.037936427261309,7.300755737647866,4.396086036337525,1,5.545159943217695e-05,1,0.0198410947443702,1,0.140858420921045,0.4740348443785893,4.999102421295158,1,5.957202783186075
612,643,336.658,-0.176,0.578,56.6,1.31089363921695,3,10,13,11.033333333333331,13.12,12.0,6.35,0.1482599999999994,15.86382,0.0863924924096017,0.9814814814814204,0.3996736385847382,213,1.559,837,1.555,1785,1.601,2843,1.581,5243,1.6025,213,624,157.8173729374087,154.1127397698639,-0.0118764845605699,837,948,155.0388980617501,140.47968971329902,-0.0492666415945842,837,2006,155.0388980617501,123.858235568248,-0.1117998671684742,1785,3458,146.95044897927727,94.89349254348102,-0.2152501985702929,2843,131.65340119162352,5243,107.90773165243009,11200,82.98378295300364,22408,64.85423438933124,89.80106410767229,339.22,4.869056131875324,9.75135645412356,360.8165275695326,1322.761,25.068151975149554,47.01310524773747,751.9664358819477,2889.411,44.26218870860676,87.47329267603035,1194.9289234860394,4594.065,66.6741661106271,138.24198251427532,2178.726974356192,8613.021,113.3934763092026,236.6878941597043,2.960108757569369,5.955564519645384,8.501930461236743,4.543133280590438,1,6.807981343976342e-07,1,0.0034135584433954,1,0.0584256659645008,0.3293169909322755,4.4025670682566505,-1,12.417143793964863
617,2124,37.399,3.74,0.5,32.345,0.8659962562386203,3,3,6,8.366666666666665,17.716666666666665,4.4,21.4,4.299539999999999,18.90315,0.3584664536741077,0.6293929712459795,0.4532907348242628,75,1.508,244,1.5790000000000002,535,1.588,954,1.5865,2024,1.5565,75,169,127.33252551115108,95.6408747172646,-0.1421319796954308,244,291,103.56378741573624,98.81003979665329,-0.0234899328859057,244,710,103.56378741573624,100.45121456990807,-0.015256588072122,535,1489,100.9228165162457,93.62870641289088,-0.0374919198448608,954,101.22935778136512,2024,95.45223393872958,6161,104.59942528989356,14706,97.52875625869729,31.769763634942294,115.556,2.170701430963444,3.8625021152694687,101.10981932114086,386.92500000000007,7.370317164743229,12.886435303283406,219.34361773751343,855.424,12.183889465475854,23.181610563132185,392.3014991538531,1521.2040000000002,22.545577401168902,41.2507049490073,831.6539685812251,3244.069,42.38747077222659,79.99188372927127,5.177526560731828,6.870377510829973,8.460202723783398,7.933495625792806,0,0.0,0,0.0,0,0.0,0.36152078965528733,7.1270976208250385,-1,14.118555875159473
