idx,void_id,void_ra_deg,void_dec_deg,void_z,r_eff_mpc,theta_void_deg,n_center,n_edge,n_total_RM,center_abs_RM_mean,edge_abs_RM_mean,center_abs_RM_median,edge_abs_RM_median,center_RM_mad,edge_RM_mad,LRI_abs,LRI_mad,PVGU_VOID_RM_index
1003,12236,195.005,12.221,0.279,66.044,3.168896310389248,13,33,46,28.88461538461538,25.79848484848485,23.2,24.75,16.75338,19.34793,-0.05643664172248973,0.07186858316221571,-0.011529813012842824
1004,1019,217.658,0.282,0.384,52.852,1.842506655730035,3,13,16,15.15,10.473076923076924,9.15,11.350000000000001,22.09074,12.898620000000001,-0.18252776943859989,-0.2627118644067721,-0.21059220267746015
1005,11544,137.673,10.483,0.374,79.817,2.856950143307819,6,38,44,18.933333333333334,22.59210526315789,16.5,17.9,11.045369999999998,14.307089999999997,0.08810917002893796,0.12865497076022883,0.10230020028488976
1006,11934,138.349,22.948,0.257,79.302,4.130759215740985,26,71,97,13.846153846153848,15.025352112676059,9.05,12.5,15.937949999999999,15.27078,0.04084297743954467,-0.021377672209025405,0.019065750062545146
1007,14261,178.128,18.823,0.221,48.441,2.934267407486384,12,27,39,14.920833333333334,18.083333333333336,14.45,16.900000000000002,18.75489,26.39028,0.09582123469258644,0.16912972085385505,0.12147920484903045
1008,11454,135.017,17.891,0.382,50.95,1.7854993187549202,7,17,24,19.04285714285714,17.105882352941176,18.7,16.499999999999996,15.715559999999996,16.605119999999992,-0.05358346700141652,0.027522935779815544,-0.025196226027985304
1009,3315,124.389,27.477,0.324,62.187,2.5694102923301387,10,35,45,13.26,14.085714285714285,9.75,10.3,5.559749999999999,15.419039999999999,0.030195381882769764,0.46996466431093176,0.18411463073262646
1010,4516,123.037,19.734,0.377,69.635,2.4726639272128015,7,28,35,18.62857142857143,13.728571428571428,17.0,13.95,28.61418,12.750359999999999,-0.15143487858719182,-0.3835125448028582,-0.232662061762675
1011,15335,172.931,24.955,0.28,47.0,2.2470808053361724,3,20,23,38.03333333333333,20.009999999999998,13.600000000000001,20.0,25.35246,11.19363,-0.3105151323723601,-0.38742393509126727,-0.33743321332397763
1012,13550,217.349,24.791,0.404,41.88,1.3877274255158043,3,11,14,22.333333333333332,23.55454545454545,23.5,22.599999999999998,25.9455,17.420549999999995,0.026612956481542,-0.19658119658119216,-0.05150499709041495
1013,5431,159.05,34.462,0.303,85.609,3.7822972674620345,22,65,87,10.68181818181818,14.292307692307691,9.65,11.9,17.34642,17.34642,0.14456920449135596,0.0,0.09396998291938138
1014,8584,150.578,7.102,0.377,62.216,2.2092232195802635,6,19,25,14.183333333333332,19.66315789473684,10.9,13.200000000000001,16.82751,21.052919999999997,0.16190229363741912,0.111545988258314,0.14427758675473235
1015,15699,163.496,44.157,0.335,65.435,2.6148342393908086,9,25,34,17.133333333333333,12.835999999999999,14.600000000000001,12.5,9.933419999999998,14.974259999999996,-0.14339102193352732,0.20238095238094422,-0.022370830923462287
1016,13645,204.842,26.447,0.363,73.492,2.7102684199527864,6,42,48,23.025000000000002,16.413095238095238,14.825,15.875,21.979544999999998,10.452329999999998,-0.16765274088384025,-0.3554285714285605,-0.23337428157449233
1017,16715,214.721,45.896,0.353,108.001,4.095735804712878,12,76,88,10.366666666666665,12.742105263157892,8.8,10.3,14.307089999999997,13.491659999999996,0.10279380504099159,-0.029333333333332323,0.056549306609978214
1018,14726,239.17,45.232,0.245,47.308,2.584921549880697,5,32,37,20.5,13.753124999999999,5.100000000000001,12.15,5.04084,18.087719999999997,-0.1969710792810818,0.5641025641025398,0.06940469590318574
1019,14711,237.005,44.174,0.302,85.816,3.803997195251805,11,58,69,7.336363636363635,11.822413793103447,5.9,9.5,6.6716999999999995,13.49166,0.23415117030587904,0.33823529411763037,0.27058061363999203
1020,11748,218.577,11.434,0.284,94.114,4.436237160305244,27,77,104,9.133333333333333,17.927922077922076,9.8,13.100000000000001,11.71254,21.20118,0.32498820217078855,0.2882882882882795,0.3121432323119104
1021,16529,217.196,56.575,0.332,59.036,2.380442545416006,6,33,39,9.65,11.942424242424243,9.0,8.399999999999999,10.822980000000001,11.8608,0.1061679882113487,0.04575163398692601,0.08502226423280075
1022,12752,142.731,47.498,0.325,51.836,2.1351430818404995,4,15,19,15.2,12.900000000000002,9.85,9.3,14.603609999999998,10.971240000000002,-0.08185053380782617,-0.1420289855072407,-0.10291299190262125
1023,99,207.623,0.114,0.228,32.214,1.8914230214322367,3,13,16,5.1,10.446153846153845,4.3,8.7,9.48864,10.526460000000002,0.3438891637802846,0.051851851851849345,0.2416761046053323
1024,7571,184.189,6.288,0.317,47.186,1.9926579882251116,7,15,22,14.335714285714285,15.816666666666665,20.05,14.45,26.39028,10.526460000000002,0.0491156032849004,-0.4297188755019963,-0.11847646429051342
1025,16710,188.76,45.811,0.289,61.165,2.833244149918896,10,48,58,17.2,15.339583333333332,17.3,15.8,17.64294,10.748849999999997,-0.057173954798640944,-0.2428198433420281,-0.12215001578882645
1027,8579,225.511,5.833,0.301,26.668,1.1860494985988135,5,6,11,13.1,17.383333333333336,10.600000000000001,20.65,7.116480000000002,9.933420000000002,0.14051394204482875,0.1652173913043381,0.14916014928565702
1029,17626,210.006,56.134,0.277,64.101,3.097875065427384,8,49,57,11.2375,14.773469387755103,6.35,12.2,9.414509999999998,15.715560000000002,0.1359414689642269,0.2507374631268338,0.17612006692113932
1030,13007,137.157,47.861,0.22,33.956,2.066201666467952,8,13,21,7.2125,8.707692307692309,7.050000000000001,6.300000000000001,3.039330000000001,7.857780000000001,0.09391798031043684,0.44217687074825873,0.2158085919636745
1031,14143,197.603,24.04,0.25,79.491,4.256540943247128,21,88,109,15.290476190476191,17.118750000000002,12.15,16.2,17.42055,23.906924999999998,0.056412140134990726,0.15695067264573612,0.09160062651375162
1033,7316,151.529,5.29,0.407,30.166,0.9922067583593432,3,4,7,6.466666666666666,10.55,5.5,8.25,9.19212,9.26625,0.23996082272280678,0.004016064257027909,0.15738015725978416
1034,17437,169.517,62.176,0.347,50.367,1.9431014346840862,5,18,23,11.329999999999998,18.6,8.95,17.7,16.01208,9.414509999999998,0.24290010023387107,-0.25947521865888207,0.06706873862140748
1035,15739,208.099,44.381,0.393,78.978,2.690248789793474,7,37,44,6.3571428571428585,15.675675675675675,2.6000000000000005,13.6,5.337359999999998,16.901640000000004,0.4229387540523771,0.5199999999999769,0.456910190134037
1036,13869,177.712,17.914,0.329,45.629,1.8566238128869934,4,16,20,27.3375,19.237499999999997,31.15,19.525,17.012835000000003,30.763949999999998,-0.17391304347825717,0.28782001551589764,-0.012306472830302992
1038,4373,123.645,16.664,0.246,51.32,2.7927393478947127,7,25,32,15.799999999999999,19.528,15.8,20.3,6.968220000000004,17.19816,0.10552536231883759,0.42331288343556517,0.21675099470969222
1039,5639,136.204,40.926,0.398,53.662,1.8049394872910252,7,22,29,11.914285714285715,13.836363636363636,10.0,12.1,14.974260000000001,10.67472,0.07464192051643848,-0.16763005780346169,-0.010153271895526575
1042,16675,179.276,44.534,0.26,57.405,2.9556651895655026,10,36,46,10.025,18.851388888888884,7.949999999999999,13.5,9.85929,15.493170000000001,0.30566110336202096,0.22222222222221352,0.27645749496308836
1043,14289,218.456,40.365,0.375,47.942,1.7114481379540143,3,14,17,19.566666666666666,16.364285714285717,16.2,15.900000000000002,14.084699999999996,8.59908,-0.08912596912066537,-0.2418300653594663,-0.14257240280424568
1044,12701,138.019,58.596,0.393,46.308,1.5774018202253313,5,7,12,17.94,11.657142857142857,14.0,11.899999999999999,18.97728,12.898619999999998,-0.21227917752678122,-0.19069767441859878,-0.20472565143891736
1045,10318,217.105,40.107,0.257,33.863,1.7638886701802852,4,20,24,20.200000000000003,13.680000000000001,17.7,13.4,7.116479999999998,8.821469999999998,-0.19244391971664132,0.1069767441860398,-0.08764668735070293
1046,13156,192.86,16.207,0.289,61.648,2.8556173523125987,7,31,38,22.79285714285714,15.864516129032257,12.650000000000002,14.049999999999999,14.825999999999999,11.564279999999998,-0.1792243090366103,-0.12359550561797288,-0.1597542278400872
1047,13665,140.677,19.264,0.406,48.834,1.6101825979132305,6,7,13,13.666666666666666,23.442857142857147,10.85,12.100000000000001,14.825999999999999,22.238999999999997,0.2634415501090652,0.19999999999999457,0.2412370075708905
1049,15239,154.565,27.681,0.344,55.028,2.141431315913588,5,18,23,20.48,18.255555555555556,15.5,16.099999999999998,9.636899999999999,23.57334,-0.05742642418679215,0.4196428571428446,0.1095478242785807
1050,17628,196.573,55.274,0.225,64.612,3.844231470300389,19,74,93,21.331578947368417,15.052702702702701,21.5,12.5,10.67472,17.642940000000003,-0.1725711202725716,0.24607329842931075,-0.026045573726912782
1051,5426,173.73,37.075,0.284,43.961,2.07218290375692,6,27,33,12.333333333333334,13.21851851851852,12.450000000000001,11.4,13.56579,8.154299999999997,0.03464270184084518,-0.24914675767916955,-0.06468360899115996
1052,14029,208.569,25.861,0.274,59.986,2.93074615413036,14,44,58,20.196428571428577,20.03068181818182,18.125,18.549999999999997,15.27078,15.641429999999998,-0.004120274900221561,0.01199040767386045,0.0015184640007071429
1053,5678,140.27,40.265,0.346,70.117,2.7128519340654162,5,37,42,16.840000000000003,12.378378378378377,9.8,11.8,16.901640000000004,15.5673,-0.1526991526991476,-0.04109589041095777,-0.11363801089828117
1055,11651,181.172,6.556,0.287,57.776,2.694911066094504,4,30,34,19.675,18.480000000000004,21.35,14.975000000000001,2.4462900000000003,11.008305,-0.03131961735028083,0.636363636363589,0.20236952144957357
1056,13224,137.873,28.228,0.26,47.794,2.460814599252567,5,24,29,7.94,13.212499999999999,5.0,6.999999999999998,12.15732,14.751869999999998,0.2492613166292282,0.0964187327823655,0.19576641228282626
1057,13133,143.639,35.969,0.349,65.171,2.499814722067783,11,22,33,13.590909090909088,10.836363636363636,8.5,8.049999999999999,9.192120000000001,10.74885,-0.11276516561220223,0.07806691449813727,-0.04597393757358341
1058,13551,218.792,22.848,0.27,56.285,2.790665411815367,6,37,43,7.316666666666666,18.216216216216218,8.575,17.299999999999997,1.2602100000000007,17.494680000000006,0.4268828396520836,0.8656126482212978,0.5804382726513087
1059,12665,133.965,57.582,0.258,49.688,2.578164794289316,3,38,41,12.866666666666667,16.284210526315793,4.9,13.6,13.93644,13.639919999999998,0.11723639865189785,-0.01075268817204266,0.07244021826351867
1061,13206,137.221,31.471,0.371,74.357,2.6830379356464356,6,35,41,12.966666666666667,10.668571428571427,10.5,9.2,15.567299999999996,11.267759999999999,-0.0972317363097836,-0.16022099447513208,-0.11927797666765558
1062,13857,181.437,23.156,0.295,73.722,3.3454454754185448,11,62,73,12.363636363636363,14.855645161290322,10.3,13.4,17.049899999999997,16.716314999999998,0.09155307039870811,-0.009879253567507922,0.0560517570105325
1065,13795,197.831,23.658,0.332,64.233,2.5899953590979456,10,23,33,10.425,17.57391304347826,8.85,12.399999999999999,10.415265,25.723110000000002,0.2553282347917141,0.4235897435897319,0.3142197628710204
1066,11140,252.025,36.608,0.33,53.577,2.173418280212696,7,20,27,12.842857142857142,13.030000000000001,9.099999999999998,11.45,8.747339999999998,16.160339999999998,0.007233173209651405,0.29761904761903574,0.10886822925293592
1067,8373,147.947,6.242,0.273,48.999,2.4027214922131392,5,15,20,14.1,17.839999999999996,8.7,14.8,8.599079999999997,20.311619999999998,0.11709455228553162,0.40512820512819125,0.2179063307804625
1069,16256,199.062,56.9,0.292,50.306,2.3062999969475095,3,22,25,11.6,13.086363636363638,8.200000000000001,12.5,10.67472,14.52948,0.060209906094639505,0.15294117647058214,0.09266585072621943
1070,12422,223.13,16.029,0.354,49.887,1.8865268444539955,4,9,13,12.3,15.67222222222222,8.7,11.85,10.081679999999999,4.744320000000001,0.12055610724925084,-0.35999999999997556,-0.0476385302879784
1071,11697,194.181,10.841,0.325,55.752,2.296444499937718,6,24,30,30.16666666666667,28.01666666666667,22.75,28.35,20.60814,18.31011,-0.03695216270409565,-0.059047619047617454,-0.04468557242432828
1073,4332,118.762,20.092,0.249,35.495,1.9083002043846948,3,14,17,14.800000000000002,17.821428571428573,12.3,12.2,13.78818,18.087719999999997,0.09262097657105033,0.13488372093022824,0.1074129370967626
1075,12277,215.808,8.023,0.394,54.649,1.8567988606020422,5,20,25,32.83,20.012500000000003,23.05,16.5,13.63992,18.161849999999998,-0.24256043904054034,0.14219114219113765,-0.10789738560945304
1076,15406,151.578,29.911,0.221,44.189,2.676706559926835,8,31,39,21.424999999999997,15.970967741935484,22.35,14.200000000000001,11.56428,16.01208,-0.14584546375967342,0.16129032258063936,-0.03834793854056395
1077,8521,142.837,6.434,0.287,52.516,2.4495629594817734,6,21,27,23.616666666666664,13.27142857142857,16.55,8.9,35.5824,14.381219999999999,-0.280449235138442,-0.42433234421364135,-0.3308083233147618
1078,17554,221.134,50.217,0.278,47.288,2.277115260551533,5,24,29,8.879999999999999,12.029166666666667,4.799999999999999,8.6,11.712539999999999,7.042349999999998,0.15061177314574237,-0.24901185770749673,0.010743502347108691
1079,16378,191.584,55.193,0.261,74.916,3.8424916908386817,16,67,83,21.25,18.856716417910448,20.5,15.8,4.151279999999998,14.52948,-0.05967288763187614,0.5555555555555259,0.15565706748371458
1081,14280,224.445,40.211,0.359,57.942,2.160617536086101,3,17,20,24.066666666666666,21.841176470588238,22.1,18.8,3.409980000000001,11.56428,-0.04847734164780139,0.5445544554455081,0.1590837873348569
1082,17486,158.403,47.792,0.396,65.267,2.2063648408620926,8,21,29,9.15,9.009523809523808,5.3,8.6,7.78365,12.009060000000002,-0.00773567588829129,0.21348314606740507,0.06969091179620243
1083,16667,186.941,44.707,0.389,48.717,1.6765240915712654,5,13,18,10.94,13.826923076923077,11.1,10.55,6.8199599999999965,10.45233,0.11656365499890825,0.21030042918453742,0.14937152596387845
1084,15784,233.718,56.893,0.277,47.4,2.2907486326462614,7,27,34,21.05714285714286,19.381481481481483,10.799999999999999,16.6,13.343399999999997,8.302560000000001,-0.04143715081971404,-0.2328767123287562,-0.10844099734787879
1085,16589,199.729,50.309,0.392,79.064,2.70004858348175,8,32,40,17.0625,14.15,12.8,12.3,21.34944,16.234469999999998,-0.0933119743692401,-0.13609467455620947,-0.10828591943467938
1086,11479,169.047,9.652,0.238,71.817,4.039514447980673,13,83,96,36.81923076923077,18.52590361445783,26.25,14.5,23.7216,17.346420000000002,-0.3305318048006049,-0.15523465703970732,-0.26917780308429073
1087,4900,154.247,36.129,0.262,35.733,1.8257741397418938,6,24,30,12.283333333333333,15.008333333333333,11.399999999999999,10.549999999999999,16.90164,16.53099,0.09984732824427116,-0.011086474501108352,0.061020497283388334
1088,15224,197.478,28.365,0.365,81.198,2.9780455158771337,9,34,43,26.255555555555556,14.683823529411764,29.0,13.15,9.19212,13.232205,-0.28265528898538117,0.18016528925619038,-0.12066808660083113
1089,12705,137.44,59.53,0.327,64.36,2.634796914360212,7,28,35,13.142857142857144,14.10357142857143,12.0,12.85,13.04688,14.825999999999999,0.03526019137501508,0.06382978723404023,0.04525954992567388
1092,7877,179.211,4.616,0.336,35.504,1.4145453353307706,4,7,11,15.5625,28.492857142857144,15.024999999999999,21.849999999999998,5.003775,16.456859999999995,0.2935024928053113,0.533678756476659,0.377564185090283
1093,4653,350.894,21.568,0.342,246.915,8.0,78,263,341,16.865384615384617,35.021673003802285,16.85,28.000000000000004,17.124029999999998,37.8063,0.34991940613921896,0.37651821862347495,0.35922899050870855
1094,3284,332.562,21.087,0.381,98.092,3.4465729658775914,9,33,42,33.25555555555556,28.21212121212121,26.0,15.5,20.31162,25.797239999999995,-0.0820501865150432,0.11897106109324489,-0.011692749852142373
1095,5589,2.482,23.356,0.351,170.261,6.493620840107643,50,197,247,34.12,24.025888324873094,23.55,18.8,19.125539999999997,24.759420000000002,-0.1735997499724975,0.12837837837837557,-0.06790740504969194
1096,5789,5.575,29.235,0.292,78.899,3.6171582606281865,18,54,72,47.07777777777777,30.57222222222222,50.4,26.35,19.125539999999997,22.461389999999994,-0.2125634971739258,0.08021390374331351,-0.11009140685289204
1097,4501,346.37,14.684,0.315,60.254,2.560673415503087,12,32,44,24.958333333333332,21.53125,28.700000000000003,19.9,13.19514,25.2042,-0.07371723056240037,0.31274131274130457,0.06154325959389635
1098,3362,337.565,10.019,0.362,108.757,4.021865216931052,20,89,109,19.55,18.77415730337079,11.700000000000001,16.1,18.161849999999998,22.238999999999997,-0.02024422064881131,0.10091743119265806,0.02216235749570297
1099,5686,349.211,21.548,0.222,62.238,3.7530255171078744,14,73,87,15.407142857142858,21.568493150684933,15.700000000000001,18.3,15.048389999999998,18.680759999999992,0.16663270625656154,0.10769230769230437,0.14600356675907153
1100,6581,31.601,-4.318,0.387,103.063,3.5650914800869398,19,50,69,18.755263157894742,14.425,18.1,10.05,26.09376,13.602855,-0.13050719752547502,-0.31465919701213024,-0.19496039734580434
1101,5547,11.133,19.696,0.337,119.861,4.761314393228847,29,94,123,12.613793103448277,17.364893617021277,11.8,13.25,10.08168,19.199669999999998,0.15848260992462934,0.3113924050632805,0.21200103822315725
1103,4325,359.116,6.182,0.386,123.27,4.275126350163223,21,57,78,28.519047619047623,31.433333333333334,28.2,31.9,13.195140000000002,14.381220000000003,0.04861000794281089,0.0430107526881705,0.046650268603686755
1104,3713,24.36,21.24,0.368,123.523,4.493439260459714,21,79,100,17.98095238095238,18.169620253164556,14.299999999999997,12.700000000000003,17.7912,19.125539999999987,0.0052189456062478904,0.036144578313251685,0.01604291705369922
1105,4775,7.187,10.434,0.276,137.903,6.688727382324758,47,164,211,23.051063829787235,23.653658536585365,22.799999999999997,23.45,14.677739999999996,18.75489,0.01290222222222189,0.12195121951219158,0.051069371273711285
1106,1998,15.754,-2.615,0.334,38.11,1.5274652731291394,3,8,11,45.5,34.987500000000004,44.0,35.7,0.5930399999999979,5.8562699999999985,-0.13061034322099535,0.8160919540228626,0.2007354608143549
1108,4803,351.496,15.226,0.244,57.284,3.1428407323688217,11,43,54,26.972727272727276,20.972093023255812,25.6,20.8,20.7564,20.311619999999998,-0.1251570912650617,-0.010830324909747066,-0.08514272304070157
1109,7545,40.64,-4.855,0.263,41.881,2.131769075181586,9,14,23,9.583333333333332,13.00357142857143,6.55,11.5,8.45082,14.75187,0.15142571021977944,0.27156549520765605,0.19347463496553624
1112,5548,28.001,28.905,0.396,57.987,1.960262889776919,9,18,27,46.65555555555556,39.827777777777776,48.3,35.10000000000001,14.529480000000015,18.977280000000004,-0.07894905890666068,0.132743362831854,-0.004856711298180542
1113,2628,16.985,-2.106,0.361,50.895,1.887325380121628,4,12,16,36.675,41.23333333333333,38.55,42.25,11.119500000000004,8.96973,0.05850893143651649,-0.10701107011069595,0.0005769308949921392
1114,4766,338.501,21.713,0.348,85.302,3.2813974272377195,8,43,51,64.25,43.10697674418605,62.89999999999999,37.199999999999996,18.829020000000007,26.242020000000004,-0.19694130644340038,0.16447368421052255,-0.07044605971452737
1115,5815,344.587,29.799,0.397,62.515,2.1080096378565534,4,17,21,54.92500000000001,39.76470588235295,58.550000000000004,41.0,4.744320000000004,11.712540000000008,-0.16010498687663874,0.42342342342339767,0.044129956728373984
1116,2591,36.102,-4.351,0.39,82.449,2.830086104166142,6,33,39,7.800000000000001,12.843939393939394,8.45,10.15,12.527969999999998,15.567299999999996,0.24433027522934594,0.10817941952506208,0.19667747573284658
1119,789,33.205,0.699,0.328,40.689,1.6606650135398666,4,13,17,22.375,13.515384615384615,21.6,11.3,25.723110000000002,21.79422,-0.24685206022610892,-0.08268330733229161,-0.18939299671327287
1122,3747,22.992,20.236,0.299,86.092,3.854521496765139,16,60,76,19.15,16.045,15.999999999999996,14.400000000000002,18.38424,21.12705,-0.08822275891461595,0.06941838649155552,-0.03304835802245594
1123,1268,339.772,4.107,0.22,48.373,2.943467228532637,9,31,40,13.799999999999999,17.46451612903226,13.4,11.5,17.34642,19.57032,0.11721007016095379,0.06024096385542007,0.097270882954017
1124,5746,22.803,29.092,0.317,61.258,2.586916522754501,8,26,34,21.4625,24.12692307692308,12.5,25.349999999999998,15.270779999999997,18.754890000000003,0.05844388669773995,0.10239651416121723,0.073827306309957
1125,5639,10.978,27.261,0.389,72.04,2.4791509238416563,6,33,39,28.633333333333336,20.009090909090908,24.849999999999998,17.5,4.373669999999999,13.343399999999999,-0.1772987789683493,0.5062761506275866,0.06195244639022823
1126,6334,8.797,11.149,0.279,129.776,6.226859178382216,43,136,179,26.337209302325583,24.211764705882352,23.0,25.050000000000004,12.6021,15.04839,-0.04204723514463553,0.08847184986594854,0.003634444609068893
1127,6347,347.522,13.714,0.383,103.227,3.6080570458242534,24,54,78,21.3875,18.392592592592592,20.0,17.35,19.866840000000003,18.01359,-0.07528658713994571,-0.04892367906066414,-0.06605956931219716
1129,573,342.839,-0.346,0.235,21.07,1.2002605630748109,3,6,9,17.23333333333333,14.5,19.9,13.75,8.8956,10.89711,-0.08613445378150981,0.10112359550561287,-0.020594136531016882
1130,6407,5.678,-2.705,0.24,48.713,2.7171430173488895,7,22,29,28.571428571428573,25.531818181818178,28.0,21.5,14.677739999999996,12.37971,-0.056181663246077394,-0.08493150684931185,-0.06624410850720945
1131,3858,333.85,23.415,0.277,83.802,4.049985588882321,14,58,72,39.92857142857143,51.59310344827586,32.75,52.15,33.432629999999996,37.88043,0.12745103316127293,0.06237006237006152,0.10467269338434895
1132,5752,28.668,29.458,0.27,38.989,1.9331127963270736,9,18,27,59.3111111111111,55.12777777777778,60.900000000000006,63.95,17.346420000000002,24.314639999999997,-0.036555172581192855,0.16725978647686418,0.0347800630891271
1133,1286,0.836,1.905,0.224,50.813,3.0367265149347586,4,24,28,22.675,26.675,20.75,24.3,15.27078,16.82751,0.08105369807497302,0.0484988452655874,0.06965949959168805
1135,1750,18.959,11.754,0.39,104.401,3.583594941855564,11,61,72,38.0,27.222950819672135,27.1,27.900000000000002,24.314639999999997,15.419039999999992,-0.1652340019102171,-0.2238805970149199,-0.18576031019686307
1136,3821,14.996,18.816,0.392,60.208,2.0561130870468127,12,12,24,19.8,20.308333333333334,19.85,20.35,12.08319,22.16487,0.012674007895283277,0.29437229437228574,0.11126840816223413
1140,5763,343.329,29.51,0.283,61.776,2.922215312572384,11,27,38,41.64545454545455,62.67777777777778,39.0,48.2,28.1694,20.90466000000001,0.20160728117737992,-0.14803625377643176,0.07923204394354585
1144,1241,353.267,1.914,0.322,78.671,3.2706770404551717,8,40,48,27.862500000000004,22.76,29.75,26.050000000000004,9.562770000000004,16.901639999999993,-0.10079510099263966,0.2773109243697371,0.03154200788419219
1145,5745,23.28,30.523,0.377,50.884,1.8068360920843853,3,14,17,8.499999999999998,29.150000000000002,10.5,26.5,4.744319999999993,19.273799999999998,0.5484727755643946,0.6049382716049136,0.5682356991785762
1148,4789,346.427,9.893,0.285,77.435,3.637234535657919,18,63,81,23.583333333333332,20.7984126984127,22.05,21.200000000000003,15.715559999999996,17.7912,-0.06274923552869076,0.06194690265486551,-0.019105587164446068
1149,1186,10.099,3.79,0.222,48.622,2.9319645022786567,5,33,38,31.580000000000002,33.872727272727275,30.5,32.2,19.125540000000008,13.343399999999999,0.03502875079863277,-0.1780821917808167,-0.03956007910417454
1151,500,320.712,0.536,0.4,40.23,1.3463838842355733,4,5,9,15.325,19.41,18.45,10.35,18.08772,14.97426,0.11760472146249844,-0.09417040358744115,0.04348342769501958
1152,5531,359.391,20.783,0.23,59.429,3.4589911425060635,16,58,74,15.856250000000001,15.91551724137931,9.399999999999999,13.95,9.711030000000001,16.975769999999997,0.0018654058784025882,0.27222222222221193,0.09649029159873586
1153,5642,4.634,29.387,0.385,70.6,2.4548379861776985,9,28,37,57.544444444444444,37.68571428571429,59.099999999999994,31.75,15.270779999999995,24.462899999999998,-0.2085340445037064,0.23134328358208384,-0.05457697967367983
1154,5726,15.366,31.82,0.312,50.667,2.173949542137957,8,23,31,36.9875,33.87826086956522,33.55,31.9,16.82751,12.6021,-0.043875054642503165,-0.1435768261964687,-0.0787706746863911
1155,4632,19.047,27.52,0.356,57.657,2.1681079750248005,5,23,28,18.86,19.552173913043475,19.299999999999997,20.199999999999996,31.1346,13.639919999999993,0.01801964956761843,-0.3907284768211835,-0.12504219466846223
1156,5803,356.368,28.46,0.399,78.277,2.6262746427666976,6,28,34,78.81666666666668,41.767857142857146,83.19999999999999,43.1,13.195140000000018,20.459880000000002,-0.3072434865881445,0.21585903083699737,-0.12415760548934486
1157,7066,1.409,-6.506,0.393,50.775,1.7295624389293685,4,8,12,25.700000000000003,38.3125,23.75,38.1,9.192120000000001,10.897110000000001,0.19703182972075456,0.08487084870848288,0.15777548636645947
1158,756,13.76,1.256,0.232,42.855,2.472819278755582,6,21,27,15.233333333333334,30.285714285714292,16.150000000000002,24.1,16.38273,14.974260000000001,0.3306831258499771,-0.04491725768321363,0.19922299161336038
1160,6470,24.032,-3.07,0.244,42.146,2.3123064993089932,6,20,26,31.716666666666658,34.085,30.199999999999996,37.55,5.633879999999998,21.645959999999995,0.03599199615004646,0.5869565217391091,0.22882958010621837
1162,5635,352.582,27.111,0.266,54.141,2.724730165323756,12,35,47,25.86666666666667,43.0,26.5,33.8,19.347930000000005,33.35849999999999,0.24878993223620155,0.2658227848101213,0.25475143063707345
1163,1709,23.852,12.174,0.222,47.058,2.83765343976449,5,33,38,26.9,34.348484848484844,34.4,24.799999999999997,12.6021,13.343399999999999,0.12161092420344147,0.028571428571427433,0.08904710073223657
1164,5806,16.735,30.934,0.274,47.702,2.3305846871657794,5,23,28,43.6,26.456521739130434,52.49999999999999,29.1,31.579379999999993,12.898620000000003,-0.2447092409855362,-0.41999999999999044,-0.30606100664059516
1166,6465,23.606,-4.958,0.217,16.901,1.0426331555521386,3,5,8,6.333333333333333,32.61999999999999,5.8999999999999995,30.099999999999998,9.636899999999999,6.523440000000003,0.6748245764162071,-0.19266055045870345,0.3712047820099884
1167,1554,27.264,4.604,0.39,56.518,1.9399969245868602,3,16,19,36.63333333333333,29.28125,43.0,30.049999999999997,9.340379999999996,15.048390000000003,-0.11153955561174332,0.23404255319148007,0.009414182469384857
1168,7575,322.382,1.7,0.277,45.704,2.2087842933853317,6,15,21,28.849999999999998,13.376666666666665,23.05,14.55,30.763949999999998,14.232959999999999,-0.3664351120934552,-0.36738056013178755,-0.36676601890687155
1170,6322,351.52,29.575,0.376,60.25,2.145102602196765,6,26,32,51.73333333333333,70.82307692307691,46.650000000000006,68.25,17.865329999999993,65.53092,0.15576291399041653,0.5715555555555489,0.30129033853821285
1171,1548,1.54,4.46,0.358,62.348,2.3314084354158986,8,22,30,30.900000000000002,24.55,33.4,25.75,10.822979999999996,17.71707,-0.11451758340847405,0.24155844155843328,0.01010902532994351
1172,4942,6.704,18.309,0.249,56.573,3.0415063378688645,11,30,41,14.536363636363637,21.886666666666667,14.799999999999999,12.299999999999999,19.12554,17.346420000000002,0.20180372058969792,-0.04878048780487668,0.11409924765159682
1173,4956,20.994,26.242,0.285,69.901,3.283351601692054,9,45,54,15.52222222222222,19.653333333333332,10.699999999999996,14.899999999999999,16.605120000000003,14.529479999999994,0.1174426685198021,-0.06666666666666482,0.05300440120453869
1174,1464,22.576,4.991,0.348,42.282,1.6265040212241828,3,8,11,29.933333333333326,37.25,22.499999999999996,31.949999999999996,7.857780000000001,14.010570000000001,0.10890597866534209,0.28135593220337696,0.1692634624036543
1175,1630,344.372,4.748,0.25,64.19,3.4372112962100507,6,53,59,30.11666666666667,22.2622641509434,27.349999999999998,18.699999999999996,25.723110000000002,25.2042,-0.14995347161768394,-0.010189228529839717,-0.10103598653693846
1176,1628,340.512,4.679,0.399,83.843,2.8130197232071774,11,30,41,12.809090909090907,18.766666666666666,13.4,14.85,14.677739999999995,24.462899999999998,0.18867562380037797,0.24999999999999373,0.21013915547024348
